,ROI_label,First Order::Mean,First Order::Unbiased Variance,First Order::Biased Variance,First Order::Skewness,First Order::Kurtosis,First Order::Median,First Order::Minimum,First Order::Maximum,First Order::Range,First Order::Mean Absolute Deviation,First Order::Robust Mean Absolute Deviation,First Order::Median Absolute Deviation,First Order::Coefficient Of Variation,First Order::Quantile Coefficient Of Dispersion,First Order::Energy,First Order::Root Mean Square,First Order::Robust Mean,First Order::Uniformity,First Order::Entropy,First Order::Excess Kurtosis,First Order::Covered Image Intensity Range,First Order::Sum,First Order::Mode,First Order::Mode Probability,First Order::Unbiased Standard deviation,First Order::Biased Standard deviation,First Order::Number Of Voxels,First Order::05th Percentile,First Order::10th Percentile,First Order::15th Percentile,First Order::20th Percentile,First Order::25th Percentile,First Order::30th Percentile,First Order::35th Percentile,First Order::40th Percentile,First Order::45th Percentile,First Order::50th Percentile,First Order::55th Percentile,First Order::60th Percentile,First Order::65th Percentile,First Order::70th Percentile,First Order::75th Percentile,First Order::80th Percentile,First Order::85th Percentile,First Order::90th Percentile,First Order::95th Percentile,First Order::Interquartile Range,First Order::Image Dimension,First Order::Voxel Space,First Order::Voxel Volume,First Order Numeric::Mean,First Order Numeric::Variance,First Order Numeric::Skewness,First Order Numeric::Excess kurtosis,First Order Numeric::Median,First Order Numeric::Minimum,First Order Numeric::05th Percentile,First Order Numeric::10th Percentile,First Order Numeric::15th Percentile,First Order Numeric::20th Percentile,First Order Numeric::25th Percentile,First Order Numeric::30th Percentile,First Order Numeric::35th Percentile,First Order Numeric::40th Percentile,First Order Numeric::45th Percentile,First Order Numeric::50th Percentile,First Order Numeric::55th Percentile,First Order Numeric::60th Percentile,First Order Numeric::65th Percentile,First Order Numeric::70th Percentile,First Order Numeric::75th Percentile,First Order Numeric::80th Percentile,First Order Numeric::85th Percentile,First Order Numeric::90th Percentile,First Order Numeric::95th Percentile,First Order Numeric::Maximum,First Order Numeric::Interquantile range,First Order Numeric::Range,First Order Numeric::Mean absolute deviation,First Order Numeric::Robust mean absolute deviation,First Order Numeric::Median absolute deviation,First Order Numeric::Coefficient of variation,First Order Numeric::Quantile coefficient of dispersion,First Order Numeric::Energy,First Order Numeric::Root mean square,First Order Numeric::Standard Deviation,First Order Numeric::Kurtosis,First Order Numeric::Robust mean,First Order Numeric::Robust variance,First Order Numeric::Covered image intensity range,First Order Numeric::Mode index,First Order Numeric::Mode value,First Order Numeric::Mode probability,First Order Numeric::Entropy,First Order Numeric::Uniformtiy,First Order Numeric::Number of voxels,First Order Numeric::Sum of voxels,First Order Numeric::Voxel space,First Order Numeric::Voxel volume,First Order Numeric::Image Dimension,First Order Histogram::Mean Value,First Order Histogram::Variance Value,First Order Histogram::Skewness Value,First Order Histogram::Excess Kurtosis Value,First Order Histogram::Median Value,First Order Histogram::Minimum Value,First Order Histogram::Percentile 10 Value,First Order Histogram::Percentile 90 Value,First Order Histogram::Maximum Value,First Order Histogram::Mode Value,First Order Histogram::Interquantile Range Value,First Order Histogram::Range Value,First Order Histogram::Mean Absolute Deviation Value,First Order Histogram::Robust Mean Absolute Deviation Value,First Order Histogram::Median Absolute Deviation Value,First Order Histogram::Coefficient of Variation Value,First Order Histogram::Quantile coefficient of Dispersion Value,First Order Histogram::Entropy Value,First Order Histogram::Uniformity Value,First Order Histogram::Robust Mean Value,First Order Histogram::Mean Index,First Order Histogram::Variance Index,First Order Histogram::Skewness Index,First Order Histogram::Excess Kurtosis Index,First Order Histogram::Median Index,First Order Histogram::Minimum Index,First Order Histogram::Percentile 10 Index,First Order Histogram::Percentile 90 Index,First Order Histogram::Maximum Index,First Order Histogram::Mode Index,First Order Histogram::Interquantile Range Index,First Order Histogram::Range Index,First Order Histogram::Mean Absolute Deviation Index,First Order Histogram::Robust Mean Absolute Deviation Index,First Order Histogram::Median Absolute Deviation Index,First Order Histogram::Coefficient of Variation Index,First Order Histogram::Quantile coefficient of Dispersion Index,First Order Histogram::Entropy Index,First Order Histogram::Uniformity Index,First Order Histogram::Maximum Gradient,First Order Histogram::Maximum Gradient Index,First Order Histogram::Minimum Gradient,First Order Histogram::Minimum Gradient Index,First Order Histogram::Robust Mean Index,First Order Histogram::Number of Bins,First Order Histogram::Bin Size
0,22,25890.28,83345755.84,83077447.92,0.11,2.14,28299.47,9797.0,47506.0,37709.0,7626.54,5832.57,7603.71,0.35,0.26,209365565963.47,27442.91,25800.46,0.01,6.78,-0.86,0.79,7197498.0,20876.66,9.0,9129.39,9114.68,278.0,11128.03,12878.58,14703.35,17220.92,19268.38,20561.19,21421.0,23214.85,24439.61,25158.03,26715.94,28336.59,29630.94,31287.15,33124.3,34775.88,36266.62,38617.18,40844.03,13855.92,3.0,1.0,1.0,25890.28,83045950.96,0.12,-0.86,25144.78,9797.0,11041.43,12711.57,14567.27,17165.25,19206.53,20505.52,21433.37,23196.29,24402.5,25144.78,26629.34,28299.47,29598.46,31175.81,32938.73,34701.65,36279.0,38598.63,40825.47,47506.0,13732.2,37709.0,7620.93,5755.53,7601.22,0.35,0.26,209432017030.0,27447.27,9112.96,2.14,25688.85,46220278.06,0.79,112.0,20876.66,0.03,-6.78,0.01,278.0,7197498.0,1.0,1.0,3.0,25885.06,83077420.62,0.11,-0.86,25144.78,9797.0,12878.58,38617.18,47506.0,20876.66,13855.92,37709.0,7626.32,5832.57,7603.71,0.35,0.26,6.78,0.01,25800.46,139.99,2412.49,0.11,-0.86,136.0,53.0,70.0,209.0,256.0,113.0,75.0,203.0,41.1,31.43,40.97,0.35,0.27,6.78,0.01,4.0,110.0,-4.0,114.0,138.53,256.0,185.57
0,23,32375.46,93849684.53,93342364.4,0.35,2.06,33143.84,15339.0,53532.0,38193.0,8157.54,6404.6,8093.34,0.3,0.23,266055916128.5,33791.58,31749.04,0.01,6.64,-0.94,0.71,7543483.0,26034.12,6.0,9687.6,9661.39,233.0,18887.8,19627.01,21535.65,23901.2,24971.14,25919.11,27108.42,27957.92,29125.45,30704.23,32543.69,33603.88,35177.42,37441.03,40018.31,43222.91,44962.0,46986.88,48795.67,15047.16,3.0,1.0,1.0,32375.46,93446896.19,0.35,-0.94,30634.52,15339.0,18715.29,19551.73,21433.71,23838.47,24988.57,25825.01,27079.66,27916.1,29066.2,30634.52,32516.51,33562.05,35130.38,37326.02,39939.89,43181.09,44958.52,46840.5,48722.48,53532.0,14951.32,38193.0,8160.25,6215.52,8097.8,0.3,0.23,265996885487.0,33787.83,9666.79,2.06,31988.16,53895228.99,0.71,124.0,26034.12,0.03,-6.64,0.01,233.0,7543483.0,1.0,1.0,3.0,32380.99,93342333.86,0.35,-0.94,30634.52,15339.0,19627.01,46986.88,53532.0,26034.12,15047.16,38193.0,8157.94,6404.6,8093.34,0.3,0.23,6.64,0.01,31749.04,155.35,2134.67,0.35,-0.94,147.0,74.0,94.0,225.0,256.0,125.0,72.0,182.0,39.01,30.63,38.7,0.3,0.23,6.64,0.01,2.0,91.0,-2.5,95.0,151.33,256.0,209.11
0,24,31603.86,103122513.52,102495660.2,0.48,2.28,32359.12,15645.0,53967.0,38322.0,8330.02,6467.23,8246.02,0.32,0.25,170665664822.75,33182.36,31166.73,0.01,6.45,-0.72,0.71,4898599.0,20553.84,4.0,10154.93,10124.01,155.0,17444.41,19130.88,20567.01,22240.31,23795.02,24770.01,26061.21,27615.93,28643.62,30110.49,31252.37,32569.93,33887.48,35521.25,39263.1,41634.7,44045.82,47888.69,50435.96,15468.08,3.0,1.0,1.0,31603.86,102457206.98,0.48,-0.72,30040.22,15645.0,17286.3,19078.18,20553.84,22240.31,23715.97,24770.01,26034.86,27510.52,28564.56,30040.22,31199.67,32569.93,33729.38,35415.84,38788.78,41634.7,43953.59,47642.74,50383.25,53967.0,15072.81,38322.0,8324.14,6183.76,8246.72,0.32,0.24,170695526197.0,33185.26,10122.11,2.28,30772.23,56256421.83,0.71,97.0,20553.84,0.03,-6.45,0.01,155.0,4898599.0,1.0,1.0,3.0,31600.21,102495646.83,0.48,-0.72,30040.22,15645.0,19130.88,47888.69,53967.0,20553.84,15468.08,38322.0,8329.52,6467.23,8246.02,0.32,0.25,6.45,0.01,31166.73,150.4,2306.37,0.48,-0.72,143.0,75.0,91.0,228.0,256.0,98.0,74.0,181.0,39.51,30.68,39.12,0.32,0.25,6.45,0.01,2.0,116.0,-2.0,210.0,147.34,256.0,210.81
0,25,26385.13,22093974.62,21674121.59,0.15,2.5,27417.54,16863.0,37039.0,20176.0,3705.48,2821.62,3695.81,0.18,0.13,48830726117.31,26797.37,26386.99,0.02,5.69,-0.5,0.54,1794189.0,26694.12,3.0,4700.42,4655.55,68.0,19445.47,19792.72,20863.37,21789.35,22715.32,23641.3,25001.33,25840.49,26231.14,26621.78,26824.34,27403.07,28155.43,28546.07,29226.09,29862.69,31222.72,33002.33,34810.87,6510.76,3.0,1.0,1.0,26385.13,21769063.23,0.15,-0.49,26549.44,16863.0,19315.26,19676.97,20617.41,21630.2,22642.98,23294.06,24740.89,25826.02,26187.73,26549.44,26766.46,27345.2,28140.96,28502.67,29153.74,29804.82,30817.61,32843.18,34145.33,37039.0,6510.76,20176.0,3712.95,2710.48,3704.88,0.18,0.13,48820210531.0,26794.48,4665.73,2.51,26140.84,11048683.41,1.0,184.0,26694.12,0.04,-5.69,0.02,68.0,1794189.0,1.0,1.0,3.0,26389.86,21674099.22,0.15,-0.5,26694.12,16863.0,19792.72,33002.33,37039.0,26694.12,6510.76,20176.0,3705.2,2821.62,3695.81,0.18,0.13,5.69,0.02,26386.99,182.9,1035.39,0.15,-0.5,185.0,117.0,137.0,229.0,256.0,185.0,45.0,139.0,25.61,19.5,25.54,0.18,0.12,5.69,0.02,1.5,184.0,-1.5,186.0,181.88,256.0,144.68
0,26,44224.66,303884315.66,300871239.09,-0.14,1.56,50229.54,14246.0,65439.0,51193.0,15499.81,14197.48,15490.29,0.39,0.39,331377110697.24,47479.11,46799.64,0.06,5.59,-1.44,0.78,6501025.0,65311.19,34.0,17432.28,17345.64,147.0,18238.57,19388.86,21484.95,25485.42,27926.6,31837.61,33345.77,37013.93,40937.72,44861.5,48896.05,51149.78,57655.34,60697.23,63969.18,65217.96,65273.22,65328.48,65383.74,36042.57,3.0,1.0,1.0,44224.66,301817075.42,-0.13,-1.44,44733.69,14246.0,18021.29,19299.39,21472.17,25434.3,27734.89,31824.83,33230.74,36809.44,40643.75,44733.69,48312.39,51124.22,56492.26,60582.2,63138.41,65311.19,65311.19,65311.19,65311.19,65439.0,35403.52,51193.0,15522.69,11691.22,15515.36,0.39,0.39,331872729479.0,47514.6,17372.88,1.56,40504.06,183027491.18,0.78,255.0,65311.19,0.23,-5.59,0.06,147.0,6501025.0,1.0,1.0,3.0,44197.23,300870486.96,-0.13,-1.44,44861.5,14246.0,19388.86,65328.48,65439.0,65311.19,36042.57,51193.0,15500.37,14197.48,15490.29,0.39,0.39,5.59,0.06,46799.64,173.4,4604.54,-0.13,-1.44,176.0,56.0,76.0,256.0,256.0,256.0,141.0,200.0,60.64,55.54,60.6,0.39,0.39,5.59,0.06,33.0,256.0,-1.5,67.0,182.58,256.0,255.62
0,27,24868.31,79843630.26,79528668.7,0.66,3.03,25065.28,9369.0,50725.0,41356.0,7095.79,4988.45,7001.59,0.36,0.23,191343751809.14,26426.03,24144.18,0.01,6.75,0.03,0.82,6813917.0,16346.92,7.0,8935.53,8917.88,274.0,12199.1,13965.23,16158.69,17595.23,18592.56,19367.21,20503.01,21379.79,22519.13,23727.81,24359.89,25203.98,27254.78,28387.51,29969.36,32733.48,35061.67,37370.06,42660.52,11376.8,3.0,1.0,1.0,24868.31,79552230.15,0.66,0.02,23678.27,9369.0,12185.89,13969.19,16148.78,17436.72,18526.51,19319.09,20507.96,21300.54,22489.4,23678.27,24272.71,25164.36,27244.87,28334.67,29820.75,32594.78,34972.51,37251.17,42303.86,50725.0,11294.24,41356.0,7096.59,4925.58,7001.87,0.36,0.23,191247912823.0,26419.41,8919.21,3.02,24126.66,35663067.15,0.82,82.0,16346.92,0.03,-6.75,0.01,274.0,6813917.0,1.0,1.0,3.0,24875.82,79528612.36,0.66,0.03,23678.27,9369.0,13965.23,37370.06,50725.0,16346.92,11376.8,41356.0,7096.99,4988.45,7001.59,0.36,0.23,6.75,0.01,24144.18,126.04,2025.63,0.66,0.03,120.0,48.0,71.0,189.0,256.0,83.0,58.0,208.0,35.82,25.18,35.34,0.36,0.24,6.75,0.01,3.5,97.0,-3.5,141.0,121.35,256.0,198.14
0,28,33213.55,106832026.06,106247205.93,0.32,2.46,34908.66,13984.0,58219.0,44235.0,8445.25,6257.58,8442.68,0.31,0.23,165718643982.4,34779.67,32804.53,0.01,6.35,-0.54,0.76,4550257.0,26039.36,5.0,10335.96,10307.63,137.0,17039.29,20774.63,22412.04,23696.95,25485.03,26021.16,27058.95,29518.85,31811.98,32861.9,34038.78,34931.4,36853.08,38638.31,40423.54,42481.68,43829.13,46688.91,52795.08,14938.52,3.0,1.0,1.0,33213.55,106052230.25,0.32,-0.55,32748.19,13984.0,16942.64,20581.33,22286.96,23651.47,25470.81,26039.36,26949.03,29336.92,31724.81,32748.19,33998.99,34908.66,36841.71,38319.93,40252.98,42413.45,43777.96,46506.97,52760.97,58219.0,14782.17,44235.0,8440.57,6189.99,8439.35,0.31,0.22,165659365515.0,34773.44,10298.17,2.45,32673.56,53055439.79,0.76,114.0,26039.36,0.04,-6.35,0.01,137.0,4550257.0,1.0,1.0,3.0,33217.13,106247193.13,0.32,-0.54,32861.9,13984.0,20774.63,46688.91,58219.0,26039.36,14938.52,44235.0,8445.28,6257.58,8442.68,0.31,0.23,6.35,0.01,32804.53,146.56,2054.32,0.32,-0.54,145.0,62.0,92.0,206.0,256.0,115.0,65.0,194.0,37.14,27.52,37.12,0.31,0.22,6.35,0.01,2.0,112.0,-2.0,116.0,143.75,256.0,227.42
0,29,20566.52,31634452.55,31276299.4,0.36,1.92,21889.31,11487.0,32485.0,20998.0,4879.34,3965.02,4749.26,0.27,0.24,37268955260.54,21318.99,20518.09,0.03,5.56,-1.08,0.65,1686455.0,17067.31,5.0,5624.45,5592.52,82.0,12482.19,14732.46,15155.44,15779.33,16052.16,16572.43,17097.77,17672.18,18133.23,19287.97,19808.24,21838.55,22796.6,23780.04,26076.83,27104.67,27939.0,28602.03,30238.97,10024.67,3.0,1.0,1.0,20566.52,31248666.54,0.36,-1.08,19097.63,11487.0,12499.11,14148.74,15163.9,15798.37,15988.71,16496.29,17067.31,17574.89,17955.58,19097.63,19795.55,21698.96,22777.57,23729.28,25949.93,26901.64,27916.8,28297.48,29883.66,32485.0,9961.22,20998.0,4873.86,3771.13,4743.58,0.27,0.24,37246908547.0,21312.69,5590.05,1.92,20262.82,18628114.37,0.65,134.0,17067.31,0.06,-5.56,0.03,82.0,1686455.0,1.0,1.0,3.0,20572.39,31276265.01,0.36,-1.08,19351.42,11487.0,14732.46,28602.03,32485.0,17067.31,10024.67,20998.0,4880.34,3965.02,4749.26,0.27,0.24,5.56,0.03,20518.09,162.62,1942.36,0.36,-1.08,153.0,91.0,117.0,226.0,256.0,135.0,79.0,165.0,38.46,31.25,37.43,0.27,0.24,5.56,0.03,2.5,134.0,-2.5,136.0,161.19,256.0,126.89
0,30,28831.35,67457012.06,67229224.49,-0.45,2.58,32014.35,6627.0,46699.0,40072.0,6669.65,4929.78,6570.87,0.28,0.18,256926280864.51,29972.38,29299.13,0.01,6.8,-0.42,0.86,8245766.0,33291.28,7.0,8213.22,8199.34,286.0,13736.07,16928.39,18237.24,20686.2,23987.96,25502.03,26500.77,27982.92,29290.25,30098.96,31090.1,32069.08,33301.7,33881.1,34522.6,35559.34,37097.73,38873.27,39756.17,10534.64,3.0,1.0,1.0,28831.35,67221148.38,-0.44,-0.42,30007.76,6627.0,13590.14,16873.66,18150.59,20704.44,23714.34,25264.89,26541.81,27909.95,29278.08,30007.76,31102.26,32014.35,33291.28,33838.53,34568.21,35480.29,37122.06,38855.03,39675.91,46699.0,10853.87,40072.0,6671.27,4831.17,6572.25,0.28,0.19,256961811118.0,29974.45,8198.85,2.58,29185.07,33873804.17,0.86,182.0,33291.28,0.02,-6.8,0.01,286.0,8245766.0,1.0,1.0,3.0,28829.06,67229219.22,-0.45,-0.42,30190.17,6627.0,16928.39,38873.27,46699.0,33291.28,10534.64,40072.0,6669.98,4929.78,6570.87,0.28,0.18,6.8,0.01,29299.13,158.54,2020.33,-0.45,-0.42,166.0,37.0,93.0,214.0,256.0,183.0,58.0,219.0,36.56,27.02,36.02,0.28,0.18,6.8,0.01,2.5,132.0,-2.5,186.0,160.12,256.0,182.42
0,31,25197.72,66908416.25,66710638.17,0.11,2.22,26588.25,8498.0,44928.0,36430.0,6800.6,5217.4,6791.25,0.32,0.26,164191959316.13,26489.15,24888.38,0.01,6.81,-0.78,0.81,5896266.0,26412.75,6.0,8179.76,8167.66,234.0,12583.35,14013.67,15110.55,17479.8,18690.75,20919.6,21840.97,22753.58,23543.33,24570.0,26123.17,26798.85,28963.35,30519.45,31619.25,32748.3,34450.65,35766.9,38899.57,12928.5,3.0,1.0,1.0,25197.72,66622482.84,0.11,-0.77,24482.25,8498.0,12197.25,13952.25,15093.0,17462.25,18603.0,20884.5,21762.0,22727.25,23517.0,24482.25,26061.75,26763.75,28957.5,30449.25,31590.0,32730.75,34398.0,35714.25,38873.25,44928.0,12987.0,36430.0,6793.07,5119.14,6783.6,0.32,0.26,164162108604.0,26486.74,8162.26,2.23,24944.91,36591295.61,0.81,150.0,26412.75,0.03,-6.81,0.01,234.0,5896266.0,1.0,1.0,3.0,25198.5,66710637.56,0.11,-0.78,24657.75,8498.0,14013.67,35766.9,44928.0,26412.75,12928.5,36430.0,6800.62,5217.4,6791.25,0.32,0.26,6.81,0.01,24888.38,144.08,2165.91,0.11,-0.78,141.0,49.0,80.0,204.0,256.0,151.0,74.0,207.0,38.75,29.73,38.7,0.32,0.26,6.81,0.01,2.0,150.0,-2.5,181.0,141.31,256.0,175.5
0,32,27228.6,63417023.44,63284419.14,0.87,5.45,28338.63,7304.0,62272.0,54968.0,5951.76,3983.24,5940.51,0.29,0.19,353219131415.61,28365.46,26866.07,0.01,6.6,2.45,0.88,11953357.0,28581.88,11.0,7963.48,7955.15,439.0,15686.58,18055.23,19695.95,20947.3,21611.24,23003.34,24101.51,25233.13,25957.21,26696.69,27607.14,28395.38,29163.65,30337.33,31698.52,33292.82,34588.12,36013.16,40221.39,10087.27,3.0,1.0,1.0,27228.6,63272565.53,0.88,2.46,26635.88,7304.0,15689.63,18000.5,19581.63,20919.5,21527.63,22987.13,24081.75,25176.38,25906.13,26635.88,27608.88,28338.63,29068.38,30284.63,31744.13,33203.63,34663.13,35879.38,40257.88,62272.0,10216.5,54968.0,5952.88,3953.98,5943.25,0.29,0.19,353249876243.0,28366.7,7954.41,5.46,26811.91,22293724.05,0.88,117.0,28581.88,0.03,-6.6,0.01,439.0,11953357.0,1.0,1.0,3.0,27227.1,63284416.88,0.87,2.45,26635.88,7304.0,18055.23,36013.16,62272.0,28581.88,10087.27,54968.0,5951.69,3983.24,5940.51,0.29,0.19,6.6,0.01,26866.07,112.43,1069.53,0.87,2.45,110.0,31.0,75.0,149.0,256.0,118.0,42.0,225.0,24.47,16.38,24.42,0.29,0.19,6.6,0.01,4.0,112.0,-3.5,89.0,109.95,256.0,243.25
0,33,24139.16,84709923.91,84514985.67,1.16,4.94,24765.82,8002.0,64366.0,56364.0,7002.9,4737.17,6943.25,0.38,0.24,478538770224.01,25834.44,23041.73,0.01,6.82,1.94,0.88,17307781.0,26777.26,14.0,9203.8,9193.2,717.0,12430.91,14039.21,14984.07,16108.26,17530.93,18645.31,19496.09,20667.52,21720.38,23026.77,24022.54,25170.4,26276.5,27485.46,28694.41,30299.56,31862.43,35615.02,42384.76,11163.48,3.0,1.0,1.0,24139.16,84591778.96,1.16,1.93,23005.82,8002.0,12445.77,13954.35,14960.07,16091.5,17474.36,18731.51,19485.8,20742.95,21748.67,23005.82,24011.54,25268.68,26274.4,27531.55,28662.98,30297.28,31805.86,35577.3,42365.9,64366.0,11188.62,56364.0,7010.68,4703.49,6950.78,0.38,0.24,478447679497.0,25831.98,9197.38,4.93,23079.15,30466656.16,0.88,106.0,26777.26,0.02,-6.82,0.01,717.0,17307781.0,1.0,1.0,3.0,24143.39,84514967.85,1.16,1.94,23005.82,8002.0,14039.21,35615.02,64366.0,26777.26,11163.48,56364.0,7003.36,4737.17,6943.25,0.38,0.24,6.82,0.01,23041.73,96.52,1336.9,1.16,1.94,92.0,32.0,56.0,142.0,256.0,107.0,45.0,224.0,27.85,18.84,27.62,0.38,0.24,6.82,0.01,5.0,75.0,-5.0,108.0,91.14,256.0,251.43
0,34,22553.57,58923135.48,58570794.51,0.13,2.54,24910.17,6631.0,41544.0,34913.0,6201.35,4622.04,6189.0,0.34,0.25,90753641513.58,23816.18,22190.73,0.02,6.02,-0.46,0.84,3608571.0,24910.17,9.0,7676.14,7653.16,160.0,10440.09,12333.38,13415.25,15497.86,16471.55,18229.59,19825.36,20609.72,21867.4,23043.94,24234.0,24901.16,25234.73,26235.47,27425.53,28561.5,30184.31,33429.94,36351.0,10953.98,3.0,1.0,1.0,22553.57,58554865.88,0.14,-0.46,22800.52,6631.0,10467.14,12252.23,13388.2,15497.86,16471.55,18256.64,19879.45,20528.58,21826.83,22800.52,24261.05,24910.17,25234.73,26208.42,27344.39,28480.36,29454.05,32375.11,35945.3,41544.0,10872.84,34913.0,6202.13,4541.74,6191.14,0.34,0.25,90754932679.0,23816.35,7652.12,2.54,22026.77,28481665.16,0.84,153.0,24910.17,0.06,-6.02,0.02,160.0,3608571.0,1.0,1.0,3.0,22553.04,58570794.22,0.13,-0.46,23125.08,6631.0,12333.38,33429.94,41544.0,24910.17,10953.98,34913.0,6201.38,4475.1,6189.0,0.34,0.25,6.02,0.02,22421.86,139.47,2224.05,0.13,-0.46,143.0,41.0,77.0,207.0,256.0,154.0,68.0,215.0,38.21,27.58,38.14,0.34,0.25,6.02,0.02,3.5,153.0,-3.0,99.0,137.67,256.0,162.28
0,35,22584.69,45670728.08,45547468.2,0.89,3.86,23048.2,9898.0,46643.0,36745.0,5181.24,3466.04,5128.91,0.3,0.19,155542061560.91,23569.2,21974.35,0.01,6.62,0.86,0.79,6323714.0,22501.6,7.0,6758.01,6748.89,280.0,13300.54,14985.89,15972.8,17005.26,17855.52,18766.52,19313.12,20224.11,20952.91,21651.34,22488.59,23078.57,23746.63,24961.29,26100.04,27284.33,28908.94,31702.66,36804.24,8244.51,3.0,1.0,1.0,22584.69,45507618.34,0.9,0.89,21590.61,9898.0,13209.44,15031.44,15942.43,17035.63,17764.42,18675.42,19222.02,20133.01,20861.81,21590.61,22501.6,23048.2,23777.0,24870.19,26145.59,27238.78,28878.58,31429.37,36713.14,46643.0,8381.16,36745.0,5173.52,3371.23,5123.6,0.3,0.19,155561271542.0,23570.66,6745.93,3.89,21949.78,16336721.84,0.79,123.0,22501.6,0.03,-6.62,0.01,280.0,6323714.0,1.0,1.0,3.0,22582.29,45547462.44,0.89,0.87,21590.61,9898.0,14985.89,31702.66,46643.0,22501.6,8244.51,36745.0,5180.93,3466.04,5128.91,0.3,0.19,6.62,0.01,21974.35,124.44,1372.05,0.89,0.87,119.0,55.0,83.0,175.0,256.0,124.0,45.0,201.0,28.44,19.02,28.15,0.3,0.19,6.62,0.01,2.5,110.0,-3.0,125.0,120.11,256.0,182.2
0,36,24810.84,92570329.6,92104202.42,0.66,2.42,24975.46,9377.0,48994.0,39617.0,8039.9,6084.88,7810.15,0.39,0.29,140839815722.6,26603.34,24074.41,0.01,6.64,-0.58,0.81,4937358.0,16937.38,6.0,9621.35,9597.09,199.0,12053.93,14602.51,15856.07,16604.37,17296.22,18226.02,19009.1,19697.12,20460.74,22104.71,23583.15,25288.05,26731.39,29338.99,31410.7,34085.28,37348.36,39912.89,42970.23,14114.48,3.0,1.0,1.0,24810.84,92105152.06,0.66,-0.58,22009.02,9377.0,11961.43,14449.4,15693.39,16554.61,17224.45,18181.37,18946.9,19616.74,20382.27,22009.02,23540.09,25166.84,26697.9,29281.57,31291.09,34066.14,37319.65,39903.32,42965.44,48994.0,14066.64,39617.0,8039.96,5924.43,7812.76,0.39,0.29,140828945462.0,26602.31,9597.14,2.42,23871.92,48941336.64,0.81,88.0,16937.38,0.03,-6.64,0.01,199.0,4937358.0,1.0,1.0,3.0,24811.96,92104201.16,0.66,-0.58,22104.71,9377.0,14602.51,39912.89,48994.0,16937.38,14114.48,39617.0,8040.1,6084.88,7810.15,0.39,0.29,6.64,0.01,24074.41,130.15,2514.63,0.66,-0.58,116.0,49.0,77.0,209.0,256.0,89.0,74.0,207.0,42.01,31.79,40.81,0.39,0.29,6.64,0.01,2.0,92.0,-2.5,94.0,125.29,256.0,191.38
0,37,23715.99,38871736.37,38466767.62,0.05,2.17,25342.12,10051.0,36345.0,26294.0,5217.02,3969.79,5215.75,0.26,0.21,73293885979.9,24510.6,23655.83,0.01,6.38,-0.83,0.72,2893351.0,19521.24,3.0,6234.72,6202.16,122.0,14204.36,15787.36,16561.11,17377.45,18953.35,19573.3,20827.39,21565.65,22779.51,23567.46,24660.65,25299.53,26165.56,28138.98,28784.96,29189.58,30623.5,31773.48,34059.24,9831.61,3.0,1.0,1.0,23715.99,38553115.58,0.05,-0.83,23354.5,10051.0,14197.27,15616.99,16539.81,17320.66,18811.38,19521.24,20586.04,21508.86,22644.64,23354.5,24632.26,25271.13,26122.97,27968.61,28749.46,29104.39,30524.12,31659.9,33576.53,36345.0,9938.09,26294.0,5223.22,3933.33,5222.3,0.26,0.21,73322168701.0,24515.33,6209.12,2.17,23572.18,20924480.29,0.72,137.0,19521.24,0.02,-6.38,0.01,122.0,2893351.0,1.0,1.0,3.0,23712.92,38466758.22,0.05,-0.83,23638.45,10051.0,15787.36,31773.48,36345.0,19521.24,9831.61,26294.0,5216.97,3969.79,5215.75,0.26,0.21,6.38,0.01,23655.83,167.52,1908.43,0.05,-0.83,167.0,71.0,112.0,224.0,256.0,138.0,69.0,185.0,36.75,27.96,36.74,0.26,0.2,6.38,0.01,1.5,173.0,-1.5,139.0,166.12,256.0,141.97
0,38,18797.94,49172682.39,49066892.5,0.97,3.59,18595.46,6659.0,42315.0,35656.0,5555.18,3884.36,5401.6,0.37,0.25,240699166914.19,20062.58,17953.33,0.01,6.85,0.59,0.84,11241170.0,15454.89,16.0,7012.32,7004.78,598.0,10344.03,11326.38,11957.29,12781.87,13560.91,14336.41,15006.54,15735.89,16555.27,17140.88,18070.19,18959.1,20056.65,21242.51,22628.61,24485.4,26471.67,28959.33,32570.98,9067.7,3.0,1.0,1.0,18797.94,49090453.82,0.96,0.58,17107.82,6659.0,10330.81,11322.57,11983.74,12810.21,13554.02,14297.84,14959.01,15785.48,16611.94,17107.82,18099.58,18926.04,20083.1,21240.15,22562.49,24463.36,26446.88,28760.98,32562.71,42315.0,9008.47,35656.0,5555.55,3835.64,5402.25,0.37,0.25,240666965916.0,20061.23,7006.46,3.58,18026.31,21145800.13,0.84,93.0,15454.89,0.03,-6.85,0.01,598.0,11241170.0,1.0,1.0,3.0,18800.0,49066888.26,0.96,0.59,17107.82,6659.0,11326.38,28959.33,42315.0,15454.89,9067.7,35656.0,5555.58,3884.36,5401.6,0.37,0.25,6.85,0.01,17953.33,114.24,1795.89,0.96,0.59,104.0,41.0,69.0,176.0,256.0,94.0,54.0,215.0,33.61,23.5,32.68,0.37,0.25,6.85,0.01,6.5,93.0,-4.0,157.0,108.12,256.0,165.29
