"intensity_image","mask_image","ROI_label","COV","COVERED_IMAGE_INTENSITY_RANGE","ENERGY","ENTROPY","EXCESS_KURTOSIS","HYPERFLATNESS","HYPERSKEWNESS","INTEGRATED_INTENSITY","INTERQUARTILE_RANGE","KURTOSIS","MAX","MEAN","MEAN_ABSOLUTE_DEVIATION","MEDIAN","MEDIAN_ABSOLUTE_DEVIATION","MIN","MODE","P01","P10","P25","P75","P90","P99","QCOD","RANGE","ROBUST_MEAN","ROBUST_MEAN_ABSOLUTE_DEVIATION","ROOT_MEAN_SQUARED","SKEWNESS","STANDARD_DEVIATION","STANDARD_DEVIATION_BIASED","STANDARD_ERROR","VARIANCE","VARIANCE_BIASED","UNIFORMITY","UNIFORMITY_PIU","AREA_PIXELS_COUNT","AREA_UM2","CENTROID_X","CENTROID_Y","WEIGHTED_CENTROID_Y","WEIGHTED_CENTROID_X","MASS_DISPLACEMENT","COMPACTNESS","BBOX_YMIN","BBOX_XMIN","BBOX_HEIGHT","BBOX_WIDTH","DIAMETER_EQUAL_AREA","EXTENT","ASPECT_RATIO","MAJOR_AXIS_LENGTH","MINOR_AXIS_LENGTH","ECCENTRICITY","ELONGATION","ORIENTATION","ROUNDNESS","PERIMETER","DIAMETER_EQUAL_PERIMETER","EDGE_MEAN_INTENSITY","EDGE_STDDEV_INTENSITY","EDGE_MAX_INTENSITY","EDGE_MIN_INTENSITY","EDGE_INTEGRATED_INTENSITY","CIRCULARITY","CONVEX_HULL_AREA","SOLIDITY","EROSIONS_2_VANISH","EROSIONS_2_VANISH_COMPLEMENT","FRACT_DIM_BOXCOUNT","FRACT_DIM_PERIMETER","MIN_FERET_ANGLE","MAX_FERET_ANGLE","STAT_FERET_DIAM_MIN","STAT_FERET_DIAM_MAX","STAT_FERET_DIAM_MEAN","STAT_FERET_DIAM_MEDIAN","STAT_FERET_DIAM_STDDEV","STAT_FERET_DIAM_MODE","STAT_MARTIN_DIAM_MIN","STAT_MARTIN_DIAM_MAX","STAT_MARTIN_DIAM_MEAN","STAT_MARTIN_DIAM_MEDIAN","STAT_MARTIN_DIAM_STDDEV","STAT_MARTIN_DIAM_MODE","STAT_NASSENSTEIN_DIAM_MIN","STAT_NASSENSTEIN_DIAM_MAX","STAT_NASSENSTEIN_DIAM_MEAN","STAT_NASSENSTEIN_DIAM_MEDIAN","STAT_NASSENSTEIN_DIAM_STDDEV","STAT_NASSENSTEIN_DIAM_MODE","MAXCHORDS_MAX","MAXCHORDS_MAX_ANG","MAXCHORDS_MIN","MAXCHORDS_MIN_ANG","MAXCHORDS_MEDIAN","MAXCHORDS_MEAN","MAXCHORDS_MODE","MAXCHORDS_STDDEV","ALLCHORDS_MAX","ALLCHORDS_MAX_ANG","ALLCHORDS_MIN","ALLCHORDS_MIN_ANG","ALLCHORDS_MEDIAN","ALLCHORDS_MEAN","ALLCHORDS_MODE","ALLCHORDS_STDDEV","EULER_NUMBER","EXTREMA_P1_X","EXTREMA_P1_Y","EXTREMA_P2_X","EXTREMA_P2_Y","EXTREMA_P3_X","EXTREMA_P3_Y","EXTREMA_P4_X","EXTREMA_P4_Y","EXTREMA_P5_X","EXTREMA_P5_Y","EXTREMA_P6_X","EXTREMA_P6_Y","EXTREMA_P7_X","EXTREMA_P7_Y","EXTREMA_P8_X","EXTREMA_P8_Y","POLYGONALITY_AVE","HEXAGONALITY_AVE","HEXAGONALITY_STDDEV","DIAMETER_MIN_ENCLOSING_CIRCLE","DIAMETER_CIRCUMSCRIBING_CIRCLE","DIAMETER_INSCRIBING_CIRCLE","GEODETIC_LENGTH","THICKNESS","ROI_RADIUS_MEAN","ROI_RADIUS_MAX","ROI_RADIUS_MEDIAN","NUM_NEIGHBORS","PERCENT_TOUCHING","CLOSEST_NEIGHBOR1_DIST","CLOSEST_NEIGHBOR1_ANG","CLOSEST_NEIGHBOR2_DIST","CLOSEST_NEIGHBOR2_ANG","ANG_BW_NEIGHBORS_MEAN","ANG_BW_NEIGHBORS_STDDEV","ANG_BW_NEIGHBORS_MODE","GLCM_ASM_0","GLCM_ASM_45","GLCM_ASM_90","GLCM_ASM_135","GLCM_ACOR_0","GLCM_ACOR_45","GLCM_ACOR_90","GLCM_ACOR_135","GLCM_CLUPROM_0","GLCM_CLUPROM_45","GLCM_CLUPROM_90","GLCM_CLUPROM_135","GLCM_CLUSHADE_0","GLCM_CLUSHADE_45","GLCM_CLUSHADE_90","GLCM_CLUSHADE_135","GLCM_CLUTEND_0","GLCM_CLUTEND_45","GLCM_CLUTEND_90","GLCM_CLUTEND_135","GLCM_CONTRAST_0","GLCM_CONTRAST_45","GLCM_CONTRAST_90","GLCM_CONTRAST_135","GLCM_CORRELATION_0","GLCM_CORRELATION_45","GLCM_CORRELATION_90","GLCM_CORRELATION_135","GLCM_DIFAVE_0","GLCM_DIFAVE_45","GLCM_DIFAVE_90","GLCM_DIFAVE_135","GLCM_DIFENTRO_0","GLCM_DIFENTRO_45","GLCM_DIFENTRO_90","GLCM_DIFENTRO_135","GLCM_DIFVAR_0","GLCM_DIFVAR_45","GLCM_DIFVAR_90","GLCM_DIFVAR_135","GLCM_DIS_0","GLCM_DIS_45","GLCM_DIS_90","GLCM_DIS_135","GLCM_ENERGY_0","GLCM_ENERGY_45","GLCM_ENERGY_90","GLCM_ENERGY_135","GLCM_ENTROPY_0","GLCM_ENTROPY_45","GLCM_ENTROPY_90","GLCM_ENTROPY_135","GLCM_HOM1_0","GLCM_HOM1_45","GLCM_HOM1_90","GLCM_HOM1_135","GLCM_HOM2_0","GLCM_HOM2_45","GLCM_HOM2_90","GLCM_HOM2_135","GLCM_ID_0","GLCM_ID_45","GLCM_ID_90","GLCM_ID_135","GLCM_IDN_0","GLCM_IDN_45","GLCM_IDN_90","GLCM_IDN_135","GLCM_IDM_0","GLCM_IDM_45","GLCM_IDM_90","GLCM_IDM_135","GLCM_IDMN_0","GLCM_IDMN_45","GLCM_IDMN_90","GLCM_IDMN_135","GLCM_INFOMEAS1_0","GLCM_INFOMEAS1_45","GLCM_INFOMEAS1_90","GLCM_INFOMEAS1_135","GLCM_INFOMEAS2_0","GLCM_INFOMEAS2_45","GLCM_INFOMEAS2_90","GLCM_INFOMEAS2_135","GLCM_IV_0","GLCM_IV_45","GLCM_IV_90","GLCM_IV_135","GLCM_JAVE_0","GLCM_JAVE_45","GLCM_JAVE_90","GLCM_JAVE_135","GLCM_JE_0","GLCM_JE_45","GLCM_JE_90","GLCM_JE_135","GLCM_JMAX_0","GLCM_JMAX_45","GLCM_JMAX_90","GLCM_JMAX_135","GLCM_JVAR_0","GLCM_JVAR_45","GLCM_JVAR_90","GLCM_JVAR_135","GLCM_SUMAVERAGE_0","GLCM_SUMAVERAGE_45","GLCM_SUMAVERAGE_90","GLCM_SUMAVERAGE_135","GLCM_SUMENTROPY_0","GLCM_SUMENTROPY_45","GLCM_SUMENTROPY_90","GLCM_SUMENTROPY_135","GLCM_SUMVARIANCE_0","GLCM_SUMVARIANCE_45","GLCM_SUMVARIANCE_90","GLCM_SUMVARIANCE_135","GLCM_VARIANCE_0","GLCM_VARIANCE_45","GLCM_VARIANCE_90","GLCM_VARIANCE_135","GLCM_ASM_AVE","GLCM_ACOR_AVE","GLCM_CLUPROM_AVE","GLCM_CLUSHADE_AVE","GLCM_CLUTEND_AVE","GLCM_CONTRAST_AVE","GLCM_CORRELATION_AVE","GLCM_DIFAVE_AVE","GLCM_DIFENTRO_AVE","GLCM_DIFVAR_AVE","GLCM_DIS_AVE","GLCM_ENERGY_AVE","GLCM_ENTROPY_AVE","GLCM_HOM1_AVE","GLCM_ID_AVE","GLCM_IDN_AVE","GLCM_IDM_AVE","GLCM_IDMN_AVE","GLCM_IV_AVE","GLCM_JAVE_AVE","GLCM_JE_AVE","GLCM_INFOMEAS1_AVE","GLCM_INFOMEAS2_AVE","GLCM_VARIANCE_AVE","GLCM_JMAX_AVE","GLCM_JVAR_AVE","GLCM_SUMAVERAGE_AVE","GLCM_SUMENTROPY_AVE","GLCM_SUMVARIANCE_AVE","GLRLM_SRE_0","GLRLM_SRE_45","GLRLM_SRE_90","GLRLM_SRE_135","GLRLM_LRE_0","GLRLM_LRE_45","GLRLM_LRE_90","GLRLM_LRE_135","GLRLM_GLN_0","GLRLM_GLN_45","GLRLM_GLN_90","GLRLM_GLN_135","GLRLM_GLNN_0","GLRLM_GLNN_45","GLRLM_GLNN_90","GLRLM_GLNN_135","GLRLM_RLN_0","GLRLM_RLN_45","GLRLM_RLN_90","GLRLM_RLN_135","GLRLM_RLNN_0","GLRLM_RLNN_45","GLRLM_RLNN_90","GLRLM_RLNN_135","GLRLM_RP_0","GLRLM_RP_45","GLRLM_RP_90","GLRLM_RP_135","GLRLM_GLV_0","GLRLM_GLV_45","GLRLM_GLV_90","GLRLM_GLV_135","GLRLM_RV_0","GLRLM_RV_45","GLRLM_RV_90","GLRLM_RV_135","GLRLM_RE_0","GLRLM_RE_45","GLRLM_RE_90","GLRLM_RE_135","GLRLM_LGLRE_0","GLRLM_LGLRE_45","GLRLM_LGLRE_90","GLRLM_LGLRE_135","GLRLM_HGLRE_0","GLRLM_HGLRE_45","GLRLM_HGLRE_90","GLRLM_HGLRE_135","GLRLM_SRLGLE_0","GLRLM_SRLGLE_45","GLRLM_SRLGLE_90","GLRLM_SRLGLE_135","GLRLM_SRHGLE_0","GLRLM_SRHGLE_45","GLRLM_SRHGLE_90","GLRLM_SRHGLE_135","GLRLM_LRLGLE_0","GLRLM_LRLGLE_45","GLRLM_LRLGLE_90","GLRLM_LRLGLE_135","GLRLM_LRHGLE_0","GLRLM_LRHGLE_45","GLRLM_LRHGLE_90","GLRLM_LRHGLE_135","GLRLM_SRE_AVE","GLRLM_LRE_AVE","GLRLM_GLN_AVE","GLRLM_GLNN_AVE","GLRLM_RLN_AVE","GLRLM_RLNN_AVE","GLRLM_RP_AVE","GLRLM_GLV_AVE","GLRLM_RV_AVE","GLRLM_RE_AVE","GLRLM_LGLRE_AVE","GLRLM_HGLRE_AVE","GLRLM_SRLGLE_AVE","GLRLM_SRHGLE_AVE","GLRLM_LRLGLE_AVE","GLRLM_LRHGLE_AVE","GLDZM_SDE","GLDZM_LDE","GLDZM_LGLZE","GLDZM_HGLZE","GLDZM_SDLGLE","GLDZM_SDHGLE","GLDZM_LDLGLE","GLDZM_LDHGLE","GLDZM_GLNU","GLDZM_GLNUN","GLDZM_ZDNU","GLDZM_ZDNUN","GLDZM_ZP","GLDZM_GLM","GLDZM_GLV","GLDZM_ZDM","GLDZM_ZDV","GLDZM_ZDE","GLSZM_SAE","GLSZM_LAE","GLSZM_GLN","GLSZM_GLNN","GLSZM_SZN","GLSZM_SZNN","GLSZM_ZP","GLSZM_GLV","GLSZM_ZV","GLSZM_ZE","GLSZM_LGLZE","GLSZM_HGLZE","GLSZM_SALGLE","GLSZM_SAHGLE","GLSZM_LALGLE","GLSZM_LAHGLE","GLDM_SDE","GLDM_LDE","GLDM_GLN","GLDM_DN","GLDM_DNN","GLDM_GLV","GLDM_DV","GLDM_DE","GLDM_LGLE","GLDM_HGLE","GLDM_SDLGLE","GLDM_SDHGLE","GLDM_LDLGLE","GLDM_LDHGLE","NGLDM_LDE","NGLDM_HDE","NGLDM_LGLCE","NGLDM_HGLCE","NGLDM_LDLGLE","NGLDM_LDHGLE","NGLDM_HDLGLE","NGLDM_HDHGLE","NGLDM_GLNU","NGLDM_GLNUN","NGLDM_DCNU","NGLDM_DCNUN","NGLDM_DCP","NGLDM_GLM","NGLDM_GLV","NGLDM_DCM","NGLDM_DCV","NGLDM_DCENT","NGLDM_DCENE","NGTDM_COARSENESS","NGTDM_CONTRAST","NGTDM_BUSYNESS","NGTDM_COMPLEXITY","NGTDM_STRENGTH","FRAC_AT_D_0","FRAC_AT_D_1","FRAC_AT_D_2","FRAC_AT_D_3","FRAC_AT_D_4","FRAC_AT_D_5","FRAC_AT_D_6","FRAC_AT_D_7","GABOR_0","GABOR_1","GABOR_2","GABOR_3","MEAN_FRAC_0","MEAN_FRAC_1","MEAN_FRAC_2","MEAN_FRAC_3","MEAN_FRAC_4","MEAN_FRAC_5","MEAN_FRAC_6","MEAN_FRAC_7","RADIAL_CV_0","RADIAL_CV_1","RADIAL_CV_2","RADIAL_CV_3","RADIAL_CV_4","RADIAL_CV_5","RADIAL_CV_6","RADIAL_CV_7","ZERNIKE2D_Z0","ZERNIKE2D_Z1","ZERNIKE2D_Z2","ZERNIKE2D_Z3","ZERNIKE2D_Z4","ZERNIKE2D_Z5","ZERNIKE2D_Z6","ZERNIKE2D_Z7","ZERNIKE2D_Z8","ZERNIKE2D_Z9","ZERNIKE2D_Z10","ZERNIKE2D_Z11","ZERNIKE2D_Z12","ZERNIKE2D_Z13","ZERNIKE2D_Z14","ZERNIKE2D_Z15","ZERNIKE2D_Z16","ZERNIKE2D_Z17","ZERNIKE2D_Z18","ZERNIKE2D_Z19","ZERNIKE2D_Z20","ZERNIKE2D_Z21","ZERNIKE2D_Z22","ZERNIKE2D_Z23","ZERNIKE2D_Z24","ZERNIKE2D_Z25","ZERNIKE2D_Z26","ZERNIKE2D_Z27","ZERNIKE2D_Z28","ZERNIKE2D_Z29","SPAT_MOMENT_00","SPAT_MOMENT_01","SPAT_MOMENT_02","SPAT_MOMENT_03","SPAT_MOMENT_10","SPAT_MOMENT_11","SPAT_MOMENT_12","SPAT_MOMENT_13","SPAT_MOMENT_20","SPAT_MOMENT_21","SPAT_MOMENT_22","SPAT_MOMENT_23","SPAT_MOMENT_30","CENTRAL_MOMENT_00","CENTRAL_MOMENT_01","CENTRAL_MOMENT_02","CENTRAL_MOMENT_03","CENTRAL_MOMENT_10","CENTRAL_MOMENT_11","CENTRAL_MOMENT_12","CENTRAL_MOMENT_13","CENTRAL_MOMENT_20","CENTRAL_MOMENT_21","CENTRAL_MOMENT_22","CENTRAL_MOMENT_23","CENTRAL_MOMENT_30","CENTRAL_MOMENT_31","CENTRAL_MOMENT_32","CENTRAL_MOMENT_33","NORM_SPAT_MOMENT_00","NORM_SPAT_MOMENT_01","NORM_SPAT_MOMENT_02","NORM_SPAT_MOMENT_03","NORM_SPAT_MOMENT_10","NORM_SPAT_MOMENT_11","NORM_SPAT_MOMENT_12","NORM_SPAT_MOMENT_13","NORM_SPAT_MOMENT_20","NORM_SPAT_MOMENT_21","NORM_SPAT_MOMENT_22","NORM_SPAT_MOMENT_23","NORM_SPAT_MOMENT_30","NORM_SPAT_MOMENT_31","NORM_SPAT_MOMENT_32","NORM_SPAT_MOMENT_33","NORM_CENTRAL_MOMENT_02","NORM_CENTRAL_MOMENT_03","NORM_CENTRAL_MOMENT_11","NORM_CENTRAL_MOMENT_12","NORM_CENTRAL_MOMENT_20","NORM_CENTRAL_MOMENT_21","NORM_CENTRAL_MOMENT_30","HU_M1","HU_M2","HU_M3","HU_M4","HU_M5","HU_M6","HU_M7","WEIGHTED_SPAT_MOMENT_00","WEIGHTED_SPAT_MOMENT_01","WEIGHTED_SPAT_MOMENT_02","WEIGHTED_SPAT_MOMENT_03","WEIGHTED_SPAT_MOMENT_10","WEIGHTED_SPAT_MOMENT_11","WEIGHTED_SPAT_MOMENT_12","WEIGHTED_SPAT_MOMENT_20","WEIGHTED_SPAT_MOMENT_21","WEIGHTED_SPAT_MOMENT_30","WEIGHTED_CENTRAL_MOMENT_02","WEIGHTED_CENTRAL_MOMENT_03","WEIGHTED_CENTRAL_MOMENT_11","WEIGHTED_CENTRAL_MOMENT_12","WEIGHTED_CENTRAL_MOMENT_20","WEIGHTED_CENTRAL_MOMENT_21","WEIGHTED_CENTRAL_MOMENT_30","WT_NORM_CTR_MOM_02","WT_NORM_CTR_MOM_03","WT_NORM_CTR_MOM_11","WT_NORM_CTR_MOM_12","WT_NORM_CTR_MOM_20","WT_NORM_CTR_MOM_21","WT_NORM_CTR_MOM_30","WEIGHTED_HU_M1","WEIGHTED_HU_M2","WEIGHTED_HU_M3","WEIGHTED_HU_M4","WEIGHTED_HU_M5","WEIGHTED_HU_M6","WEIGHTED_HU_M7"
"p0_y1_r100_c0.ome.tif","p0_y1_r100_c0.ome.tif",1,0.323865,0.718851,3.04178e+11,3.04872,-0.727567,6.4189,0.423781,8.02787e+06,15800.5,2.27243,58033,34307.1,9015.86,33413,8993.94,10926,38241,12890.4,19735,26392.8,42193.3,50401.7,56775.2,0.230374,47107,0,8972.76,36054.2,0.0962648,11110.9,11087.1,726.341,1.23452e+08,1.22924e+08,474,31.6884,234,0,160.885,4.58547,5.40685,162.644,1.94159,0.0268892,0,148,13,25,297.938,0.72,1,25.1737,12.7074,0.863242,0.710486,5.0098,0.470147,57,18.1437,28061.2,10752.3,55274,10926,1.59949e+06,0.951345,211,1.109,10,0,-0.0409088,-0.0125027,90,0,12,24,19.6842,21,3.93436,24,1,23.96,11.8973,13.225,7.58798,4,0,155,71.728,21,68.9368,151,22,2.51327,4,2.51327,13.5,14.05,12,5.1959,22,0.15708,1,0.15708,13.5,7.02611,12,4.30504,0,148,0,172,0,172,0,172,4,163,12,162,12,148,1,148,0,-1,-1,-1,24.3313,314.937,290.829,14,14,20865.8,22202,21025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.980263,1,1,1,1.07895,1,1.18803,1.18803,1.13158,1.18803,0.00507707,0.00507707,0.00496307,0.00507707,234,234,216.316,234,1,1,0.948753,1,1,1,0.974359,1,1.22924e+08,1.22924e+08,1.21867e+08,1.22924e+08,3.99361e-30,3.99361e-30,0.0256233,3.99361e-30,7.68494,7.68494,7.70654,7.68494,1.2719e-09,1.2719e-09,1.25825e-09,1.2719e-09,1.2999e+09,1.2999e+09,1.30473e+09,1.2999e+09,1.2719e-09,1.2719e-09,-999,1.2719e-09,1.2999e+09,1.2999e+09,1.2827e+09,1.2999e+09,1.2719e-09,1.2719e-09,1.3996e-09,1.2719e-09,1.2999e+09,1.2999e+09,1.31752e+09,1.2999e+09,0.995066,1.01974,1.17392,0.00504857,229.579,0.987188,0.99359,1.2266e+08,0.00640582,7.69034,1.26848e-09,1.30111e+09,-999,1.2956e+09,1.30382e-09,1.30431e+09,0.234975,13.8246,1.25825e-09,1.30473e+09,3.11555e-10,2.79264e+08,1.3154e-08,2.16262e+10,1.13158,0.00496307,38.8947,0.170591,0.974359,34392.8,1.21867e+08,3.34211,2.65489,7.78903,0.980263,1.07895,1.13158,0.00496307,216.316,0.948753,0.974359,1.21867e+08,0.0256233,7.70654,1.25825e-09,1.30473e+09,1.22291e-09,1.2827e+09,1.3996e-09,1.39287e+09,0.961538,1.15385,1.18803,211.231,0.902696,1.22924e+08,0.0486522,7.69671,1.2719e-09,1.2999e+09,1.20303e-09,1.25696e+09,1.54736e-09,1.47166e+09,0.0407746,9.83004,5.39613e-11,4.72155e+07,5.39613e-11,1.18039e+07,2.15845e-10,1.88862e+08,10.3478,0.0409005,10.3478,0.0409005,1,1220.51,343625,1.64822,8.10032,1.12144,0.0128107,0.00045729,1.01033e+07,0.000646319,5.40385e+09,244868,1,0,0,0,0,0,0,0,1.00309,0.833333,0.191358,0.0925926,34307.1,0,0,0,0,0,0,0,1.22721,0,0,0,0,0,0,0,0.0167763,0.117905,0.0627238,0.0595951,0.122459,0.0595111,0.012688,0.070406,0.0569839,0.103862,0.0606844,0.0230271,0.0488231,0.0487071,0.0537904,0.0433123,0.105534,0.0351846,0.0239357,0.0167511,0.0197204,0.0387402,0.0239556,0.0368646,0.022623,0.054638,0.0940535,0.0224349,0.0265789,0.0171199,234,1073,7315,57887,3015,14426,100862,812774,48043,225990,1.56513e+06,1.25328e+07,847755,234,-1.40687e-12,2394.79,2381.81,-4.72511e-13,600.808,1101.07,13876.8,9195.88,-9792.09,76822.3,-127520,-8231.45,48986.6,-66225.6,820285,1,0.299762,0.133593,0.0691101,0.842294,0.26346,0.120417,0.063434,0.877402,0.269805,0.122152,0.0639428,1.01212,0.30103,0.133274,0.0685985,0.0437357,0.00284359,0.0109725,0.00131454,0.167943,-0.0116906,-0.00982736,0.211679,0.015909,0.00162721,0.000150737,1.7349e-07,0.00284723,-6.93487e-08,1.62113,7.54936,51.8623,412.529,20.9168,101.622,715.826,333.113,1591.22,5871.66,16.7059,15.4193,4.21568,7.40291,63.2317,-68.8271,-58.087,6.35678,4.6081,1.60411,2.21238,24.0603,-20.5692,-17.3595,30.4171,323.709,4973.62,484.192,1.7216e+06,1555.46,-703294
"p0_y1_r100_c0.ome.tif","p0_y1_r100_c0.ome.tif",2,0.217904,0.500038,1.19507e+11,2.7307,-0.947133,5.20215,-0.390665,2.90651e+06,12779.5,2.05287,53976,39277.2,7257.99,39184.5,7257.99,21208,26270,21450.5,28548,32513,45292.5,52108.2,53733.5,0.16425,32768,0,5617.37,40186.6,-0.0467726,8558.64,8500.62,994.922,7.32504e+07,7.22605e+07,96,56.4163,74,0,183.919,2.16216,2.95085,185.258,1.55433,0.0516713,0,177,7,15,94.2197,0.704762,2,15.2365,6.67714,0.898861,0.661992,-0.265978,0.405855,33,10.5042,36395.2,8474.83,52584,21208,1.20104e+06,0.924074,62.5,1.184,4,0,-0.173962,0.0265733,90,0,6,14,11.1579,12,2.75802,14,2,14,6.97576,5.7,3.76321,4,0,189,63.1217,10.15,81.8771,0,13,2.51327,5,2.51327,7,8.3,6,2.63778,13,0.314159,1,0.314159,7,4.46018,6,2.6383,0,177,0,191,0,191,0,191,1,186,6,186,6,177,1,177,0,-1,-1,-1,14.0359,365.767,353.676,8,8,30921.7,31685,30976,1,0,181.524,139.256,0,0,13.143,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.96831,1,1,1,1.12676,1,1.08108,1.08108,1,1.08108,0.0146092,0.0146092,0.0140845,0.0146092,74,74,65.2535,74,1,1,0.919064,1,1,1,0.959459,1,7.22605e+07,7.22605e+07,7.26272e+07,7.22605e+07,1.49144e-30,1.49144e-30,0.0404682,1.49144e-30,6.12866,6.12866,6.15075,6.12866,7.59378e-10,7.59378e-10,7.49944e-10,7.59378e-10,1.61496e+09,1.61496e+09,1.63577e+09,1.61496e+09,7.59378e-10,7.59378e-10,-999,7.59378e-10,1.61496e+09,1.61496e+09,1.6002e+09,1.61496e+09,7.59378e-10,7.59378e-10,8.74503e-10,7.59378e-10,1.61496e+09,1.61496e+09,1.65707e+09,1.61496e+09,0.992077,1.03169,1.06081,0.014478,71.8134,0.979766,0.989865,7.23522e+07,0.010117,6.13418,7.57019e-10,1.62016e+09,-999,1.61127e+09,7.88159e-10,1.62549e+09,0.374609,5.70423,7.49944e-10,1.63577e+09,2.74482e-10,6.27533e+08,4.0483e-09,9.55167e+09,1,0.0140845,21.2535,0.299345,0.959459,39536.6,7.26272e+07,2.21127,0.814521,6.14975,0.96831,1.12676,1,0.0140845,65.2535,0.919064,0.959459,7.26272e+07,0.0404682,6.15075,7.49944e-10,1.63577e+09,7.18805e-10,1.6002e+09,8.74503e-10,1.77805e+09,0.939189,1.24324,1.08108,62.973,0.850986,7.22605e+07,0.0745069,6.12866,7.59378e-10,1.61496e+09,6.99623e-10,1.5467e+09,9.98396e-10,1.88799e+09,0.0667167,4.55385,6.6336e-11,6.47623e+07,6.6336e-11,1.61906e+07,2.65344e-10,2.59049e+08,1.36923,0.0210651,1.36923,0.0210651,1,1965.6,767728,1.03077,4.50291,1.00824,0.00639053,0.00039342,6.48543e+07,0.00334876,1.67476e+09,124717,1,0,0,0,0,0,0,0,1.00962,0.961538,0.740385,0.826923,39277.2,0,0,0,0,0,0,0,1.14821,0,0,0,0,0,0,0,0.0099859,0.176381,0.0288555,0.0358624,0.128283,0.113106,0.0275236,0.0448662,0.0492245,0.0341396,0.0771983,0.05454,0.0655754,0.0349776,0.0567749,0.0462264,0.0263174,0.0591415,0.0327685,0.0274624,0.0332798,0.02679,0.0500201,0.0182465,0.046274,0.0458007,0.0552509,0.0340033,0.0326813,0.0447216,74,160,546,2140,512,1103,3793,15083,4610,9395,31549,123935,46622,74,4.70735e-14,200.054,94.3608,-2.84217e-14,-4.02703,32.6844,120.985,1067.51,-516.842,2444.31,-1733.02,-46.2951,-645.017,-222.482,-1471.38,1,0.251346,0.0997078,0.0454291,0.804308,0.201424,0.08052,0.0372214,0.841855,0.199442,0.0778557,0.0355535,0.989718,0.219269,0.0825456,0.0367742,0.0365329,0.00200315,-0.000735396,0.000693844,0.194944,-0.0109718,-0.000982779,0.231477,0.0250963,0.0012287,8.05206e-05,-2.51691e-08,0.00199041,-2.30043e-10,0.420877,0.916493,3.1366,12.3183,2.91189,6.31905,21.7969,26.201,53.7989,264.776,1.14087,0.519491,-0.021822,0.190911,6.0547,-2.9539,-0.278823,6.44058,4.52055,-0.123193,1.66128,34.1809,-25.7045,-2.42629,40.6214,769.584,6719.01,449.343,-774568,-12437.6,-13870.2
